#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HIF1A	MAPK3	9606.ENSP00000437955	9606.ENSP00000263025	0	0	0	0	0	0.213	0.800	0.729	0.953
HIF1A	IL1A	9606.ENSP00000437955	9606.ENSP00000263339	0	0	0	0	0	0	0	0.456	0.456
HIF1A	IL1B	9606.ENSP00000437955	9606.ENSP00000263341	0	0	0	0	0	0	0	0.724	0.724
HIF1A	ICAM1	9606.ENSP00000437955	9606.ENSP00000264832	0	0	0	0	0	0.273	0	0.544	0.654
HIF1A	TP53	9606.ENSP00000437955	9606.ENSP00000269305	0	0	0	0	0	0.870	0.900	0.989	0.999
HIF1A	SOD1	9606.ENSP00000437955	9606.ENSP00000270142	0	0	0	0	0	0	0	0.464	0.464
HIF1A	PPARG	9606.ENSP00000437955	9606.ENSP00000287820	0	0	0	0	0.062	0.108	0	0.736	0.760
HIF1A	NQO1	9606.ENSP00000437955	9606.ENSP00000319788	0	0	0	0	0	0.283	0	0.594	0.697
HIF1A	SLC2A4	9606.ENSP00000437955	9606.ENSP00000320935	0	0	0	0	0	0.060	0	0.585	0.593
HIF1A	MMP1	9606.ENSP00000437955	9606.ENSP00000322788	0	0	0	0	0.065	0	0	0.476	0.489
HIF1A	NOS2	9606.ENSP00000437955	9606.ENSP00000327251	0	0	0	0	0	0	0	0.519	0.519
HIF1A	SREBF1	9606.ENSP00000437955	9606.ENSP00000348069	0	0	0	0	0.062	0	0	0.588	0.597
HIF1A	STAT1	9606.ENSP00000437955	9606.ENSP00000354394	0	0	0	0	0.062	0.056	0	0.517	0.534
HIF1A	PTGS2	9606.ENSP00000437955	9606.ENSP00000356438	0	0	0	0	0.076	0	0	0.681	0.693
HIF1A	JUN	9606.ENSP00000437955	9606.ENSP00000360266	0	0	0	0	0	0.676	0.900	0.901	0.996
HIF1A	PTEN	9606.ENSP00000437955	9606.ENSP00000361021	0	0	0	0	0.062	0	0	0.788	0.793
HIF1A	MMP9	9606.ENSP00000437955	9606.ENSP00000361405	0	0	0	0	0	0	0	0.718	0.718
HIF1A	SPP1	9606.ENSP00000437955	9606.ENSP00000378517	0	0	0	0	0	0	0	0.556	0.556
HIF1A	MAPK8	9606.ENSP00000437955	9606.ENSP00000378974	0	0	0	0	0.062	0	0	0.504	0.515
HIF1A	NFE2L2	9606.ENSP00000437955	9606.ENSP00000380252	0	0	0	0	0.152	0	0	0.592	0.639
HIF1A	RELA	9606.ENSP00000437955	9606.ENSP00000384273	0	0	0	0	0	0.270	0	0.890	0.916
HIF1A	NCOA1	9606.ENSP00000437955	9606.ENSP00000385216	0	0	0	0.548	0	0.426	0.900	0.345	0.948
HIF1A	PPARA	9606.ENSP00000437955	9606.ENSP00000385523	0	0	0	0	0	0.108	0	0.565	0.596
HIF1A	IL6	9606.ENSP00000437955	9606.ENSP00000385675	0	0	0	0	0.065	0	0	0.717	0.724
HIF1A	TNF	9606.ENSP00000437955	9606.ENSP00000398698	0	0	0	0	0	0	0	0.707	0.707
HIF1A	NCOA2	9606.ENSP00000437955	9606.ENSP00000399968	0	0	0	0.548	0	0.382	0	0.266	0.447
HIF1A	PRKCA	9606.ENSP00000437955	9606.ENSP00000408695	0	0	0	0	0.062	0	0	0.402	0.415
HIF1A	IL10	9606.ENSP00000437955	9606.ENSP00000412237	0	0	0	0	0	0	0	0.604	0.604
HIF1A	IKBKB	9606.ENSP00000437955	9606.ENSP00000430684	0	0	0	0	0.062	0.292	0	0.537	0.666
HMGCR	PPARG	9606.ENSP00000287936	9606.ENSP00000287820	0	0	0	0	0.062	0	0	0.568	0.577
HMGCR	SLC2A4	9606.ENSP00000287936	9606.ENSP00000320935	0	0	0	0	0	0	0	0.408	0.408
HMGCR	TNF	9606.ENSP00000287936	9606.ENSP00000398698	0	0	0	0	0	0	0	0.415	0.415
HMGCR	IL6	9606.ENSP00000287936	9606.ENSP00000385675	0	0	0	0	0	0	0	0.455	0.455
HMGCR	MTTP	9606.ENSP00000287936	9606.ENSP00000427679	0	0	0	0	0	0	0	0.565	0.565
HMGCR	LDLR	9606.ENSP00000287936	9606.ENSP00000454071	0	0	0	0	0.165	0.062	0	0.815	0.842
HMGCR	NCOA2	9606.ENSP00000287936	9606.ENSP00000399968	0	0	0	0	0	0	0.900	0.078	0.903
HMGCR	NCOA1	9606.ENSP00000287936	9606.ENSP00000385216	0	0	0	0	0	0	0.900	0.107	0.906
HMGCR	RXRA	9606.ENSP00000287936	9606.ENSP00000419692	0	0	0	0	0.062	0	0.900	0.313	0.929
HMGCR	PPARA	9606.ENSP00000287936	9606.ENSP00000385523	0	0	0	0	0.062	0	0.900	0.673	0.966
HMGCR	SREBF1	9606.ENSP00000287936	9606.ENSP00000348069	0	0	0	0	0.062	0	0.900	0.888	0.988
HMOX1	SREBF1	9606.ENSP00000216117	9606.ENSP00000348069	0	0	0	0	0	0	0	0.413	0.412
HMOX1	PTEN	9606.ENSP00000216117	9606.ENSP00000361021	0	0	0	0	0.069	0	0	0.405	0.423
HMOX1	IKBKB	9606.ENSP00000216117	9606.ENSP00000430684	0	0	0	0	0	0.056	0	0.414	0.423
HMOX1	IL1A	9606.ENSP00000216117	9606.ENSP00000263339	0	0	0	0	0	0	0	0.426	0.426
HMOX1	MMP1	9606.ENSP00000216117	9606.ENSP00000322788	0	0	0	0	0.068	0	0	0.415	0.431
HMOX1	TGFB1	9606.ENSP00000216117	9606.ENSP00000221930	0	0	0	0	0.088	0	0	0.426	0.454
HMOX1	STAT1	9606.ENSP00000216117	9606.ENSP00000354394	0	0	0	0	0	0	0	0.455	0.455
HMOX1	IFNG	9606.ENSP00000216117	9606.ENSP00000229135	0	0	0	0	0	0	0	0.475	0.475
HMOX1	MMP2	9606.ENSP00000216117	9606.ENSP00000219070	0	0	0	0	0	0	0	0.486	0.486
HMOX1	MAPK8	9606.ENSP00000216117	9606.ENSP00000378974	0	0	0	0	0	0	0	0.503	0.503
HMOX1	SPP1	9606.ENSP00000216117	9606.ENSP00000378517	0	0	0	0	0.062	0	0	0.494	0.505
HMOX1	HSPB1	9606.ENSP00000216117	9606.ENSP00000248553	0	0	0	0	0.062	0	0	0.509	0.519
HMOX1	SERPINE1	9606.ENSP00000216117	9606.ENSP00000223095	0	0	0	0	0.085	0	0	0.500	0.523
HMOX1	MAPK3	9606.ENSP00000216117	9606.ENSP00000263025	0	0	0	0	0	0	0	0.611	0.611
HMOX1	TP53	9606.ENSP00000216117	9606.ENSP00000269305	0	0	0	0	0.062	0	0	0.611	0.619
HMOX1	MMP9	9606.ENSP00000216117	9606.ENSP00000361405	0	0	0	0	0.088	0	0	0.619	0.637
HMOX1	PPARA	9606.ENSP00000216117	9606.ENSP00000385523	0	0	0	0	0	0	0	0.642	0.642
HMOX1	MPO	9606.ENSP00000216117	9606.ENSP00000225275	0	0	0	0	0	0	0	0.652	0.652
HMOX1	PPARG	9606.ENSP00000216117	9606.ENSP00000287820	0	0	0	0	0	0	0	0.654	0.654
HMOX1	ICAM1	9606.ENSP00000216117	9606.ENSP00000264832	0	0	0	0	0.077	0	0	0.653	0.666
HMOX1	IL10	9606.ENSP00000216117	9606.ENSP00000412237	0	0	0	0	0	0	0	0.695	0.695
HMOX1	SOD1	9606.ENSP00000216117	9606.ENSP00000270142	0	0	0	0	0	0	0	0.708	0.708
HMOX1	NOS2	9606.ENSP00000216117	9606.ENSP00000327251	0	0	0	0	0	0.177	0	0.667	0.714
HMOX1	PTGS2	9606.ENSP00000216117	9606.ENSP00000356438	0	0	0	0	0.076	0	0	0.745	0.754
HMOX1	IL1B	9606.ENSP00000216117	9606.ENSP00000263341	0	0	0	0	0.070	0	0	0.760	0.767
HMOX1	TNF	9606.ENSP00000216117	9606.ENSP00000398698	0	0	0	0	0	0	0	0.775	0.775
HMOX1	IL6	9606.ENSP00000216117	9606.ENSP00000385675	0	0	0	0	0.073	0	0	0.780	0.787
HMOX1	NQO1	9606.ENSP00000216117	9606.ENSP00000319788	0	0	0	0	0.058	0	0	0.915	0.916
HMOX1	MAPK14	9606.ENSP00000216117	9606.ENSP00000229795	0	0	0	0	0	0	0.900	0.407	0.938
HMOX1	JUN	9606.ENSP00000216117	9606.ENSP00000360266	0	0	0	0	0	0	0.900	0.692	0.967
HMOX1	NFE2L2	9606.ENSP00000216117	9606.ENSP00000380252	0	0	0	0	0	0	0.900	0.916	0.991
HSPB1	MMP2	9606.ENSP00000248553	9606.ENSP00000219070	0	0	0	0	0.087	0	0	0.537	0.559
HSPB1	MAPK14	9606.ENSP00000248553	9606.ENSP00000229795	0	0	0	0	0	0.363	0.900	0.794	0.985
HSPB1	PTEN	9606.ENSP00000248553	9606.ENSP00000361021	0	0	0	0	0.066	0	0	0.392	0.408
HSPB1	IL1B	9606.ENSP00000248553	9606.ENSP00000263341	0	0	0	0	0	0	0	0.469	0.469
HSPB1	MAPK8	9606.ENSP00000248553	9606.ENSP00000378974	0	0	0	0	0	0.103	0	0.470	0.505
HSPB1	IL6	9606.ENSP00000248553	9606.ENSP00000385675	0	0	0	0	0	0	0	0.517	0.517
HSPB1	IKBKB	9606.ENSP00000248553	9606.ENSP00000430684	0	0	0	0	0	0.289	0	0.376	0.538
HSPB1	PRKCA	9606.ENSP00000248553	9606.ENSP00000408695	0	0	0	0	0	0.194	0	0.466	0.551
HSPB1	JUN	9606.ENSP00000248553	9606.ENSP00000360266	0	0	0	0	0.062	0	0	0.601	0.609
HSPB1	SOD1	9606.ENSP00000248553	9606.ENSP00000270142	0	0	0	0	0.076	0.068	0	0.587	0.613
HSPB1	MAPK3	9606.ENSP00000248553	9606.ENSP00000263025	0	0	0	0	0	0.139	0	0.570	0.614
HSPB1	TNF	9606.ENSP00000248553	9606.ENSP00000398698	0	0	0	0	0	0.270	0	0.553	0.660
HSPB1	TP53	9606.ENSP00000248553	9606.ENSP00000269305	0	0	0	0	0	0.848	0	0.760	0.962
ICAM1	MMP2	9606.ENSP00000264832	9606.ENSP00000219070	0	0	0	0	0	0	0	0.611	0.611
ICAM1	TGFB1	9606.ENSP00000264832	9606.ENSP00000221930	0	0	0	0	0.097	0	0	0.510	0.538
ICAM1	SERPINE1	9606.ENSP00000264832	9606.ENSP00000223095	0	0	0	0	0.088	0	0	0.703	0.718
ICAM1	MPO	9606.ENSP00000264832	9606.ENSP00000225275	0	0	0	0	0	0	0	0.740	0.740
ICAM1	IFNG	9606.ENSP00000264832	9606.ENSP00000229135	0	0	0	0	0	0	0	0.738	0.738
ICAM1	MAPK3	9606.ENSP00000264832	9606.ENSP00000263025	0	0	0	0	0	0	0	0.610	0.610
ICAM1	IL1A	9606.ENSP00000264832	9606.ENSP00000263339	0	0	0	0	0.113	0	0	0.701	0.723
ICAM1	IL1B	9606.ENSP00000264832	9606.ENSP00000263341	0	0	0	0	0.154	0	0	0.858	0.874
ICAM1	NFE2L2	9606.ENSP00000264832	9606.ENSP00000380252	0	0	0	0	0	0	0	0.413	0.412
ICAM1	PRKCA	9606.ENSP00000264832	9606.ENSP00000408695	0	0	0	0	0	0	0	0.417	0.417
ICAM1	MAPK8	9606.ENSP00000264832	9606.ENSP00000378974	0	0	0	0	0	0	0	0.426	0.426
ICAM1	PPARA	9606.ENSP00000264832	9606.ENSP00000385523	0	0	0	0	0	0	0	0.508	0.508
ICAM1	IKBKB	9606.ENSP00000264832	9606.ENSP00000430684	0	0	0	0	0.062	0	0	0.526	0.536
ICAM1	SPP1	9606.ENSP00000264832	9606.ENSP00000378517	0	0	0	0	0	0	0	0.538	0.538
ICAM1	NOS2	9606.ENSP00000264832	9606.ENSP00000327251	0	0	0	0	0	0.062	0	0.533	0.543
ICAM1	TP53	9606.ENSP00000264832	9606.ENSP00000269305	0	0	0	0	0.062	0	0	0.559	0.568
ICAM1	MMP1	9606.ENSP00000264832	9606.ENSP00000322788	0	0	0	0	0.088	0	0	0.568	0.589
ICAM1	JUN	9606.ENSP00000264832	9606.ENSP00000360266	0	0	0	0	0	0	0	0.607	0.607
ICAM1	OLR1	9606.ENSP00000264832	9606.ENSP00000309124	0	0	0	0	0.065	0	0	0.596	0.607
ICAM1	STAT1	9606.ENSP00000264832	9606.ENSP00000354394	0	0	0	0	0.061	0	0	0.600	0.609
ICAM1	PPARG	9606.ENSP00000264832	9606.ENSP00000287820	0	0	0	0	0.062	0	0	0.601	0.609
ICAM1	LDLR	9606.ENSP00000264832	9606.ENSP00000454071	0	0	0	0	0	0	0	0.635	0.635
ICAM1	PTGS2	9606.ENSP00000264832	9606.ENSP00000356438	0	0	0	0	0.123	0	0	0.702	0.728
ICAM1	MMP9	9606.ENSP00000264832	9606.ENSP00000361405	0	0	0	0	0.093	0	0	0.768	0.781
ICAM1	RELA	9606.ENSP00000264832	9606.ENSP00000384273	0	0	0	0	0.065	0.681	0	0.639	0.883
ICAM1	TNF	9606.ENSP00000264832	9606.ENSP00000398698	0	0	0	0	0.119	0	0	0.878	0.888
ICAM1	IL6	9606.ENSP00000264832	9606.ENSP00000385675	0	0	0	0	0.152	0	0	0.876	0.890
ICAM1	IL10	9606.ENSP00000264832	9606.ENSP00000412237	0	0	0	0	0	0	0.900	0.775	0.976
IFNG	MMP2	9606.ENSP00000229135	9606.ENSP00000219070	0	0	0	0	0	0	0	0.457	0.457
IFNG	TGFB1	9606.ENSP00000229135	9606.ENSP00000221930	0	0	0	0	0	0	0	0.780	0.780
IFNG	SERPINE1	9606.ENSP00000229135	9606.ENSP00000223095	0	0	0	0	0	0	0	0.472	0.472
IFNG	MPO	9606.ENSP00000229135	9606.ENSP00000225275	0	0	0	0	0	0	0	0.593	0.593
IFNG	PTEN	9606.ENSP00000229135	9606.ENSP00000361021	0	0	0	0	0	0	0	0.405	0.405
IFNG	PPARA	9606.ENSP00000229135	9606.ENSP00000385523	0	0	0	0	0	0	0	0.413	0.413
IFNG	IKBKB	9606.ENSP00000229135	9606.ENSP00000430684	0	0	0	0	0	0	0	0.423	0.423
IFNG	MMP1	9606.ENSP00000229135	9606.ENSP00000322788	0	0	0	0	0.053	0	0	0.425	0.432
IFNG	SPP1	9606.ENSP00000229135	9606.ENSP00000378517	0	0	0	0	0	0	0	0.478	0.478
IFNG	MAPK3	9606.ENSP00000229135	9606.ENSP00000263025	0	0	0	0	0	0	0	0.528	0.528
IFNG	MAPK14	9606.ENSP00000229135	9606.ENSP00000229795	0	0	0	0	0	0	0	0.564	0.564
IFNG	PPARG	9606.ENSP00000229135	9606.ENSP00000287820	0	0	0	0	0	0	0	0.579	0.579
IFNG	PTGS2	9606.ENSP00000229135	9606.ENSP00000356438	0	0	0	0	0	0	0	0.643	0.643
IFNG	TP53	9606.ENSP00000229135	9606.ENSP00000269305	0	0	0	0	0	0	0	0.657	0.657
IFNG	MMP9	9606.ENSP00000229135	9606.ENSP00000361405	0	0	0	0	0	0	0	0.660	0.661
IFNG	NOS2	9606.ENSP00000229135	9606.ENSP00000327251	0	0	0	0	0	0	0	0.764	0.764
IFNG	IL1A	9606.ENSP00000229135	9606.ENSP00000263339	0	0	0	0	0	0	0	0.768	0.768
IFNG	IL1B	9606.ENSP00000229135	9606.ENSP00000263341	0	0	0	0	0.080	0	0	0.903	0.907
IFNG	PTPN1	9606.ENSP00000229135	9606.ENSP00000360683	0	0	0	0	0	0	0.900	0.177	0.914
IFNG	TNF	9606.ENSP00000229135	9606.ENSP00000398698	0	0	0	0	0.152	0.213	0	0.915	0.938
IFNG	IL6	9606.ENSP00000229135	9606.ENSP00000385675	0	0	0	0	0.066	0	0	0.942	0.943
IFNG	RELA	9606.ENSP00000229135	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0.475	0.945
IFNG	IL10	9606.ENSP00000229135	9606.ENSP00000412237	0	0	0	0	0.066	0	0	0.950	0.951
IFNG	JUN	9606.ENSP00000229135	9606.ENSP00000360266	0	0	0	0	0	0	0.900	0.601	0.958
IFNG	STAT1	9606.ENSP00000229135	9606.ENSP00000354394	0	0	0	0	0.064	0	0.900	0.832	0.983
IKBKB	MAPK14	9606.ENSP00000430684	9606.ENSP00000229795	0	0	0	0.648	0	0.351	0	0.735	0.516
IKBKB	IL1A	9606.ENSP00000430684	9606.ENSP00000263339	0	0	0	0	0.062	0	0	0.470	0.481
IKBKB	IL1B	9606.ENSP00000430684	9606.ENSP00000263341	0	0	0	0	0	0.056	0	0.726	0.730
IKBKB	TP53	9606.ENSP00000430684	9606.ENSP00000269305	0	0	0	0	0	0.495	0	0.750	0.868
IKBKB	PPARG	9606.ENSP00000430684	9606.ENSP00000287820	0	0	0	0	0	0.077	0	0.504	0.522
IKBKB	SLC2A4	9606.ENSP00000430684	9606.ENSP00000320935	0	0	0	0	0	0.105	0	0.459	0.495
IKBKB	NOS2	9606.ENSP00000430684	9606.ENSP00000327251	0	0	0	0	0	0.077	0	0.413	0.435
IKBKB	STAT1	9606.ENSP00000430684	9606.ENSP00000354394	0	0	0	0	0.062	0.140	0	0.550	0.606
IKBKB	PTGS2	9606.ENSP00000430684	9606.ENSP00000356438	0	0	0	0	0.066	0.077	0	0.595	0.620
IKBKB	JUN	9606.ENSP00000430684	9606.ENSP00000360266	0	0	0	0	0	0.282	0	0.725	0.794
IKBKB	PTPN1	9606.ENSP00000430684	9606.ENSP00000360683	0	0	0	0	0.062	0.078	0	0.373	0.410
IKBKB	PTEN	9606.ENSP00000430684	9606.ENSP00000361021	0	0	0	0	0.052	0.111	0.800	0.525	0.909
IKBKB	MMP9	9606.ENSP00000430684	9606.ENSP00000361405	0	0	0	0	0	0	0	0.508	0.508
IKBKB	NFE2L2	9606.ENSP00000430684	9606.ENSP00000380252	0	0	0	0	0	0.101	0	0.391	0.429
IKBKB	RELA	9606.ENSP00000430684	9606.ENSP00000384273	0	0	0	0	0.063	0.881	0.900	0.845	0.998
IKBKB	PPARA	9606.ENSP00000430684	9606.ENSP00000385523	0	0	0	0	0	0.077	0	0.391	0.413
IKBKB	IL6	9606.ENSP00000430684	9606.ENSP00000385675	0	0	0	0	0.049	0	0	0.730	0.733
IKBKB	TNF	9606.ENSP00000430684	9606.ENSP00000398698	0	0	0	0	0.062	0.696	0.900	0.811	0.993
IKBKB	PRKCA	9606.ENSP00000430684	9606.ENSP00000408695	0	0	0	0.567	0	0.285	0.900	0.325	0.935
IKBKB	IL10	9606.ENSP00000430684	9606.ENSP00000412237	0	0	0	0	0	0.060	0	0.561	0.570
IL10	MMP2	9606.ENSP00000412237	9606.ENSP00000219070	0	0	0	0	0	0	0.900	0.601	0.958
IL10	TGFB1	9606.ENSP00000412237	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.788	0.977
IL10	SERPINE1	9606.ENSP00000412237	9606.ENSP00000223095	0	0	0	0	0	0	0	0.600	0.600
IL10	MPO	9606.ENSP00000412237	9606.ENSP00000225275	0	0	0	0	0	0	0	0.760	0.760
IL10	MAPK14	9606.ENSP00000412237	9606.ENSP00000229795	0	0	0	0	0	0	0	0.581	0.581
IL10	MAPK3	9606.ENSP00000412237	9606.ENSP00000263025	0	0	0	0	0	0	0	0.614	0.614
IL10	IL1A	9606.ENSP00000412237	9606.ENSP00000263339	0	0	0	0	0.064	0	0.900	0.877	0.987
IL10	IL1B	9606.ENSP00000412237	9606.ENSP00000263341	0	0	0	0	0.086	0	0.900	0.959	0.995
IL10	TP53	9606.ENSP00000412237	9606.ENSP00000269305	0	0	0	0	0	0	0	0.580	0.580
IL10	SOD1	9606.ENSP00000412237	9606.ENSP00000270142	0	0	0	0	0	0	0	0.445	0.445
IL10	PPARG	9606.ENSP00000412237	9606.ENSP00000287820	0	0	0	0	0	0	0	0.688	0.688
IL10	OLR1	9606.ENSP00000412237	9606.ENSP00000309124	0	0	0	0	0.062	0	0	0.394	0.407
IL10	MMP1	9606.ENSP00000412237	9606.ENSP00000322788	0	0	0	0	0.052	0	0.900	0.565	0.955
IL10	NOS2	9606.ENSP00000412237	9606.ENSP00000327251	0	0	0	0	0	0	0	0.741	0.741
IL10	SLPI	9606.ENSP00000412237	9606.ENSP00000342082	0	0	0	0	0.053	0	0	0.402	0.409
IL10	STAT1	9606.ENSP00000412237	9606.ENSP00000354394	0	0	0	0	0	0.068	0	0.794	0.800
IL10	PTGS2	9606.ENSP00000412237	9606.ENSP00000356438	0	0	0	0	0.062	0	0	0.752	0.757
IL10	JUN	9606.ENSP00000412237	9606.ENSP00000360266	0	0	0	0	0	0	0	0.670	0.670
IL10	PTEN	9606.ENSP00000412237	9606.ENSP00000361021	0	0	0	0	0	0	0	0.481	0.481
IL10	MMP9	9606.ENSP00000412237	9606.ENSP00000361405	0	0	0	0	0	0	0.900	0.758	0.974
IL10	SPP1	9606.ENSP00000412237	9606.ENSP00000378517	0	0	0	0	0	0	0	0.562	0.562
IL10	MAPK8	9606.ENSP00000412237	9606.ENSP00000378974	0	0	0	0	0	0	0	0.469	0.469
IL10	NFE2L2	9606.ENSP00000412237	9606.ENSP00000380252	0	0	0	0	0	0	0	0.544	0.544
IL10	RELA	9606.ENSP00000412237	9606.ENSP00000384273	0	0	0	0	0	0	0	0.552	0.552
IL10	PPARA	9606.ENSP00000412237	9606.ENSP00000385523	0	0	0	0	0	0	0	0.522	0.522
IL10	IL6	9606.ENSP00000412237	9606.ENSP00000385675	0	0	0	0	0.073	0	0.300	0.960	0.972
IL10	TNF	9606.ENSP00000412237	9606.ENSP00000398698	0	0	0	0	0.097	0	0.900	0.959	0.996
IL10	LDLR	9606.ENSP00000412237	9606.ENSP00000454071	0	0	0	0	0	0	0	0.402	0.402
IL1A	MMP2	9606.ENSP00000263339	9606.ENSP00000219070	0	0	0	0	0	0	0	0.520	0.520
IL1A	TGFB1	9606.ENSP00000263339	9606.ENSP00000221930	0	0	0	0	0	0	0	0.560	0.560
IL1A	SERPINE1	9606.ENSP00000263339	9606.ENSP00000223095	0	0	0	0	0.093	0	0	0.522	0.548
IL1A	MPO	9606.ENSP00000263339	9606.ENSP00000225275	0	0	0	0	0.064	0	0	0.556	0.566
IL1A	MAPK3	9606.ENSP00000263339	9606.ENSP00000263025	0	0	0	0	0	0	0	0.546	0.546
IL1A	PPARG	9606.ENSP00000263339	9606.ENSP00000287820	0	0	0	0	0	0	0	0.457	0.457
IL1A	SPP1	9606.ENSP00000263339	9606.ENSP00000378517	0	0	0	0	0.062	0	0	0.455	0.466
IL1A	NOS2	9606.ENSP00000263339	9606.ENSP00000327251	0	0	0	0	0.063	0	0	0.501	0.512
IL1A	STAT1	9606.ENSP00000263339	9606.ENSP00000354394	0	0	0	0	0	0	0	0.519	0.519
IL1A	MMP1	9606.ENSP00000263339	9606.ENSP00000322788	0	0	0	0	0.111	0	0	0.609	0.637
IL1A	TP53	9606.ENSP00000263339	9606.ENSP00000269305	0	0	0	0	0	0.128	0	0.610	0.645
IL1A	MMP9	9606.ENSP00000263339	9606.ENSP00000361405	0	0	0	0	0.069	0	0	0.654	0.664
IL1A	PTGS2	9606.ENSP00000263339	9606.ENSP00000356438	0	0	0	0	0.212	0	0	0.681	0.737
IL1A	RELA	9606.ENSP00000263339	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0.505	0.948
IL1A	JUN	9606.ENSP00000263339	9606.ENSP00000360266	0	0	0	0	0	0	0.900	0.632	0.961
IL1A	TNF	9606.ENSP00000263339	9606.ENSP00000398698	0	0	0	0	0.289	0	0.500	0.917	0.968
IL1A	IL6	9606.ENSP00000263339	9606.ENSP00000385675	0	0	0	0	0.376	0	0.900	0.910	0.993
IL1A	IL1B	9606.ENSP00000263339	9606.ENSP00000263341	0	0	0	0	0.761	0	0.800	0.916	0.995
IL1B	MMP2	9606.ENSP00000263341	9606.ENSP00000219070	0	0	0	0	0	0.279	0	0.703	0.776
IL1B	TGFB1	9606.ENSP00000263341	9606.ENSP00000221930	0	0	0	0	0.087	0	0	0.775	0.786
IL1B	SERPINE1	9606.ENSP00000263341	9606.ENSP00000223095	0	0	0	0	0.063	0	0	0.681	0.688
IL1B	MPO	9606.ENSP00000263341	9606.ENSP00000225275	0	0	0	0	0.098	0	0	0.833	0.843
IL1B	MAPK14	9606.ENSP00000263341	9606.ENSP00000229795	0	0	0	0	0	0	0.900	0.734	0.972
IL1B	SLC6A4	9606.ENSP00000263341	9606.ENSP00000261707	0	0	0	0	0	0	0	0.430	0.430
IL1B	MAPK3	9606.ENSP00000263341	9606.ENSP00000263025	0	0	0	0	0	0	0	0.712	0.712
IL1B	XDH	9606.ENSP00000263341	9606.ENSP00000368727	0	0	0	0	0.063	0	0	0.403	0.417
IL1B	PRKCA	9606.ENSP00000263341	9606.ENSP00000408695	0	0	0	0	0	0	0	0.420	0.420
IL1B	NR1I2	9606.ENSP00000263341	9606.ENSP00000336528	0	0	0	0	0	0	0	0.424	0.424
IL1B	LDLR	9606.ENSP00000263341	9606.ENSP00000454071	0	0	0	0	0	0	0	0.471	0.471
IL1B	PTEN	9606.ENSP00000263341	9606.ENSP00000361021	0	0	0	0	0	0	0	0.501	0.501
IL1B	SLC2A4	9606.ENSP00000263341	9606.ENSP00000320935	0	0	0	0	0	0	0	0.505	0.505
IL1B	PTPN1	9606.ENSP00000263341	9606.ENSP00000360683	0	0	0	0	0	0.270	0	0.362	0.514
IL1B	SLPI	9606.ENSP00000263341	9606.ENSP00000342082	0	0	0	0	0.094	0	0	0.505	0.532
IL1B	OLR1	9606.ENSP00000263341	9606.ENSP00000309124	0	0	0	0	0.097	0	0	0.504	0.533
IL1B	SREBF1	9606.ENSP00000263341	9606.ENSP00000348069	0	0	0	0	0	0	0	0.535	0.535
IL1B	SOD1	9606.ENSP00000263341	9606.ENSP00000270142	0	0	0	0	0	0	0	0.562	0.562
IL1B	NQO1	9606.ENSP00000263341	9606.ENSP00000319788	0	0	0	0	0	0	0	0.564	0.564
IL1B	SPP1	9606.ENSP00000263341	9606.ENSP00000378517	0	0	0	0	0.062	0	0	0.617	0.625
IL1B	NFE2L2	9606.ENSP00000263341	9606.ENSP00000380252	0	0	0	0	0	0	0	0.652	0.652
IL1B	MAPK8	9606.ENSP00000263341	9606.ENSP00000378974	0	0	0	0	0	0	0	0.658	0.658
IL1B	PPARA	9606.ENSP00000263341	9606.ENSP00000385523	0	0	0	0	0	0	0	0.663	0.663
IL1B	TP53	9606.ENSP00000263341	9606.ENSP00000269305	0	0	0	0	0	0	0	0.689	0.689
IL1B	PPARG	9606.ENSP00000263341	9606.ENSP00000287820	0	0	0	0	0.062	0	0	0.739	0.745
IL1B	STAT1	9606.ENSP00000263341	9606.ENSP00000354394	0	0	0	0	0.062	0	0	0.740	0.746
IL1B	MMP1	9606.ENSP00000263341	9606.ENSP00000322788	0	0	0	0	0.128	0.058	0	0.742	0.770
IL1B	NOS2	9606.ENSP00000263341	9606.ENSP00000327251	0	0	0	0	0.068	0	0	0.807	0.813
IL1B	MMP9	9606.ENSP00000263341	9606.ENSP00000361405	0	0	0	0	0.200	0.058	0	0.856	0.882
IL1B	PTGS2	9606.ENSP00000263341	9606.ENSP00000356438	0	0	0	0	0.561	0	0	0.877	0.944
IL1B	JUN	9606.ENSP00000263341	9606.ENSP00000360266	0	0	0	0	0.052	0	0.800	0.792	0.957
IL1B	RELA	9606.ENSP00000263341	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0.793	0.978
IL1B	TNF	9606.ENSP00000263341	9606.ENSP00000398698	0	0	0	0	0.462	0	0.500	0.942	0.983
IL1B	IL6	9606.ENSP00000263341	9606.ENSP00000385675	0	0	0	0	0.427	0	0.900	0.953	0.997
IL6	MMP2	9606.ENSP00000385675	9606.ENSP00000219070	0	0	0	0	0.076	0	0.900	0.715	0.971
